YouTube URL,Chunk Number,Chunk Filename,Transcript,Processed Transcript,Topic
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,13,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk12.wav",home she rented a small apartment in the East Bay in a bay  in the bay  you either live in the Hills or the Flatlands we lived in the flats a beautiful working-class neighborhood of firefighters nurses and construction workers  all who tended their lawns with pride,home rented small apartment East Bay bay   bay   live Hills Flatlands lived flats beautiful working - class neighborhood firefighters nurses construction workers   tended lawns pride,2
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,14,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk13.wav",my mother she worked long hours and like many working parents she leaned on a trusted Circle to help raise us Mrs Shelton who ran the daycare below us and became a second mother Uncle Sherman Mary Uncle Freddy Auntie Chris none of them family by Blood and all of them family by love,mother worked long hours like working parents leaned trusted Circle help raise Mrs Shelton ran daycare second mother Uncle Sherman Mary Uncle Freddy Auntie Chris family Blood family love,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,15,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk14.wav",family who taught us how to make gumbo how to play chess and sometimes even let us win  family Who Loved Us believed in us and told us we could be anything and do anything  they instilled in us the values Vape,family taught gumbo play chess let win   family Loved believed told   instilled values Vape,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,16,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk15.wav",trying to find community space and the importance of treating others as you would want to be treated  with kindness  respect and compassion  my mother was a brilliant 5 ft tall brown woman with an accent  and as the eldest child as the eldest child I saw,trying find community space importance treating want treated   kindness   respect compassion   mother brilliant 5 ft tall brown woman accent   eldest child eldest child saw,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,17,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk16.wav",how the world would sometimes treat her  but my mother never lost her cool she was tucked courageous a Trailblazer in the fight for Women's Health and she taught Maya and me a lesson that Michelle mentioned the other night she taught us to never complain about Injustice but do something about it do something about it,world treat   mother lost cool tucked courageous Trailblazer fight Women Health taught Maya lesson Michelle mentioned night taught complain Injustice,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,18,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk17.wav",that was my mother  and she taught us and she always she also told us she also taught us and never do anything half-assed and that is a direct quote  a direct quote  I grew up in Merced in the ideals of the Civil Rights Movement my parents had met at a civil rights Gathering and they make sure that we,mother   taught told taught half - assed direct quote   direct quote   grew Merced ideals Civil Rights Movement parents met civil rights Gathering sure,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,19,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk18.wav",learned about civil rights leaders including the lawyers like Thurgood Marshall and Constance Baker Motley  those who battled in the courtroom to make real the promise of America so at a young age I decided I wanted to do that work I wanted to be a lawyer and when it came time to choose the type of law I would pursue I reflected on a pivotal moment,learned civil rights leaders including lawyers like Thurgood Marshall Constance Baker Motley   battled courtroom real promise America young age decided wanted work wanted lawyer came time choose type law pursue reflected pivotal moment,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,20,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk19.wav",my life  you see when I was in high school I started to notice something about my best friend Wanda  she was sad at school  and there were times she didn't want to go home  so one day I asked if everything was all right and she confided in me that she was being sexually abused by her stepfather and I immediately told her she had to come stay with us and she did  this is one of the reasons,life   high school started notice best friend Wanda   sad school   times want home   day asked right confided sexually abused stepfather immediately told come stay   reasons,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,21,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk20.wav",I became a prosecutor to protect people like Wanda because I believe everyone has a right to safety to dignity and to Justice  every prosecutor when I had a case  I charged it not in the name of the victim but in the name of the people,prosecutor protect people like Wanda believe right safety dignity Justice   prosecutor case   charged victim people,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,22,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk21.wav",for a simple reason in our system of justice a harm against any one of us is a harm against all of us  and I would often explain this to cancel survivors of crime to remind them no one should be made to fight alone we are all,simple reason system justice harm harm   explain cancel survivors crime remind fight,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,23,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk22.wav",in this together  and every day  in the courtroom I stood proudly before I judge and I said five words  Kamala Harris for the people  and to be clear  and to be clear my entire career I've only had one,  day   courtroom stood proudly judge said words   Kamala Harris people   clear   clear entire career,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,24,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk23.wav",giant the people  and so on behalf of the people  on behalf of every American regardless of party race gender or the language your grandmother speaks  on behalf of my mother and everyone was ever set out,giant people   behalf people   behalf American regardless party race gender language grandmother speaks   behalf mother set,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,25,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk24.wav",their own unlikely Journey  on behalf of Americans like the people I grew up with people who work hard chase their dreams and look out for one another  on behalf of everyone whose story could only be written in the greatest nation on Earth  I accept your nomination,unlikely Journey   behalf Americans like people grew people work hard chase dreams look   behalf story written greatest nation Earth   accept nomination,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,26,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk25.wav",the United States of America  and what's that selection  and what type of election our nation,United States America   selection   type election nation,4
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,27,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk26.wav",Jason with this election has a precious fleeting opportunity to move past the bitterness cynicism and divisive battles of the past a chance to chart a new way forward  not not as members of any one party or faction but as American,Jason election precious fleeting opportunity past bitterness cynicism divisive battles past chance chart new way forward   members party faction American,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,28,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk27.wav",and let me say I know there are people of various political views watching tonight and I want you to know I promise to be a president for all Americans you can always trust me to put country above party and self to hold sacred America's fundamental principles from the rule of law to free and fair,let know people political views watching tonight want know promise president Americans trust country party self hold sacred America fundamental principles rule law free fair,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,29,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk28.wav",elections to the peaceful transfer of power  I will be a President Who unites us around our highest aspirations a president who leads and listen who is realistic practical and has come,elections peaceful transfer power   President unites highest aspirations president leads listen realistic practical come,1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,30,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk29.wav",sense  and always fight for the American people  from the courthouse to the White House that has been my life's work  as a young courtroom prosecutor in Oakland California I stood up  are women and children against predators who abused them as Attorney General of California,sense   fight American people   courthouse White House life work   young courtroom prosecutor Oakland California stood   women children predators abused Attorney General California,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,31,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk30.wav",I took on the Big Bang  delivered 20 billion dollars from middle-class families who faced foreclosure and help pass a homeowner Bill of Rights one of the first of its kind in the nation  I stood up for veterans and students being scammed by big for-profit colleges  for workers,took Big Bang   delivered 20 billion dollars middle - class families faced foreclosure help pass homeowner Bill Rights kind nation   stood veterans students scammed big - profit colleges   workers,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,32,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk31.wav",her being cheated out of their wages the wages they were do  for seniors facing elder abuse I thought against the cartels who traffic in guns and drugs and human beings who threaten the security of our border and the safety of our community  and I will tell you this fine we're not easy and neither were the elections that put,cheated wages wages   seniors facing elder abuse thought cartels traffic guns drugs human beings threaten security border safety community   tell fine easy elections,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,33,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk32.wav",in those offices  we were underestimated at practically every turn  but we never gave up because the future is always worth fighting for  and that's the fight we are in right now a fight for America's future,offices   underestimated practically turn   gave future worth fighting   fight right fight America future,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,34,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk33.wav",fellow Americans this election is not only the most important of Our Lives  it is one of the most important in the life of our nation  in many ways Donald Trump is an unserious man  what the consequences,fellow Americans election important Lives   important life nation   ways Donald Trump unserious man   consequences,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,35,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk34.wav",consequences of putting Donald Trump back in the White House are extremely serious  consider consider not only the chaos and Calamity when he was in office but also the gravity of what has happened since he lost the last election  Donald Trump try to throw away your votes when he,consequences putting Donald Trump White House extremely   consider consider chaos Calamity office gravity happened lost election   Donald Trump try throw away votes,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,36,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk35.wav",tell he sent an armed mob to the United States Capitol where they assaulted law enforcement officers  when politicians in his own party begged him to call off the mob and send help he did the opposite he fanned the flames  and now for an entirely different set of time,tell sent armed mob United States Capitol assaulted law enforcement officers   politicians party begged mob send help opposite fanned flames   entirely different set time,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,37,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk36.wav",he was found guilty of fraud by a jury of everyday Americans  and separately  and separately found liable for committing sexual abuse  and consider  consider what he intends to do if we give him power again consider his explicit intent to set free violence,found guilty fraud jury everyday Americans   separately   separately found liable committing sexual abuse   consider   consider intends power consider explicit intent set free violence,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,38,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk37.wav",who assaulted those law enforcement officers at the Capitol intent to jail journalists political opponents and anyone he sees as the enemy his explicit intent to deploy our active-duty military against our own citizens  consider consider the power he,assaulted law enforcement officers Capitol intent jail journalists political opponents sees enemy explicit intent deploy active - duty military citizens   consider consider power,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,39,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk38.wav",especially after the United States Supreme Court just ruled that he would be immune from Criminal prosecution  just imagine Donald Trump with no guardrail  and how he would use the immense powers of the presidency of the United States,especially United States Supreme Court ruled immune Criminal prosecution   imagine Donald Trump guardrail   use immense powers presidency United States,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,40,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk39.wav",to improve your life not to strengthen our national security but just serve the only client he has ever had himself  and we know and we know what a second Trump term would look like it's all laid out in Project 2025 written by his clothes,improve life strengthen national security serve client   know know second Trump term look like laid Project 2025 written clothes,1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,41,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk40.wav",most advisers and it's some total is to pull our country back to the past  but America we are not going back we are not going fast  we are not going back  we are not going back to when Donald Trump tries to cut Social Security and Medicare we are not going back,advisers total pull country past   America going going fast   going   going Donald Trump tries cut Social Security Medicare going,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,42,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk41.wav",funny tried to get rid of the Affordable Care Act when insurance companies could deny people with pre-existing conditions we are not going to let him eliminate the Department of Education that funds are public school  we are not going to let him and programs like Head Start that provide free schools and child care for our children America we are not going back,funny tried rid Affordable Care Act insurance companies deny people pre - existing conditions going let eliminate Department Education funds public school   going let programs like Head Start provide free schools child care children America going,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,43,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk42.wav",and we are starting and we are starting a new way forward forward to a future with a strong and growing middle-class because we know a strong middle class has always been critical to America's success,starting starting new way forward forward future strong growing middle - class know strong middle class critical America success,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,44,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk43.wav",and building that middle-class will be a defining goal of my presidency  and I'll tell you this is personal for me the middle class is where I come from my mother kept a strict budget we lived within our means yet we wanted for little  and she expected us to make the most of the opportunities,building middle - class defining goal presidency   tell personal middle class come mother kept strict budget lived means wanted little   expected opportunities,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,45,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk44.wav",that were available to us and to be grateful for them because as she taught us opportunity is not available to everyone  that's why we will create what I call an opportunity economy and opportunity economy where everyone has the chance to compete and a chance to succeed  whether you live in,available grateful taught opportunity available   create opportunity economy opportunity economy chance compete chance succeed   live,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,46,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk45.wav",Aurora area small town or big city and as president I will bring together labor and workers and small business owners and entrepreneurs and American companies to create jobs to grow our economy and to lower the cost of everyday needs like Health Care and housing in groceries we will provide access to capital for small business,Aurora area small town big city president bring labor workers small business owners entrepreneurs American companies create jobs grow economy lower cost everyday needs like Health Care housing groceries provide access capital small business,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,47,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk46.wav",owners and entrepreneurs and Founders and we will end up America's housing shortage  Social Security and Medicare  now compare that to Donald Trump because I think everyone here knows he doesn't actually fight for the middle class not he doesn't actually fight for the middle class instead he fights for himself,owners entrepreneurs Founders end America housing shortage   Social Security Medicare   compare Donald Trump think knows actually fight middle class actually fight middle class instead fights,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,48,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk47.wav","his billionaire friends and he will give them another round of tax breaks that will add up to 5 trillion dollars to the national debt  and all the while he intends to enact what in effect is a national sales tax call it a trump tax that would raise prices on middle-class families by almost $4,000 a year","billionaire friends round tax breaks add 5 trillion dollars national debt   intends enact effect national sales tax trump tax raise prices middle - class families $ 4,000 year",0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,49,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk48.wav",instead of a trump tax hike we will pass a middle-class tax cut that will benefit more than 100 million Americans  I believe America cannot truly be prosperous unless Americans are fully able to make their own decisions,instead trump tax hike pass middle - class tax cut benefit 100 million Americans   believe America truly prosperous Americans fully able decisions,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,50,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk49.wav",about their own lives especially on matters of heart and home  but tonight in America too many women are not able to make those decisions and let's be clear about how we got here Donald Trump hand-picked members of the United States Supreme Court to take away reproductive freedom  and now,lives especially matters heart home   tonight America women able decisions let clear got Donald Trump hand - picked members United States Supreme Court away reproductive freedom  ,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,51,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk50.wav",he brags about it in his words quote I did it and I'm proud to have done it and quote  well I'll tell you over the past two years I've traveled across our country and women have told me their stories husbands and fathers have shared theirs  stories of women Miss caring in a parking lot developing sepsis,brags words quote proud quote   tell past years traveled country women told stories husbands fathers shared theirs   stories women Miss caring parking lot developing sepsis,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,52,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk51.wav",losing the ability to ever again have children all because doctors are afraid they may go to jail for caring for their patients couples just trying to grow their family cut off in the middle of IVF treatments  children who have survived sexual assault potentially being forced to carry a pregnancy to term  this is what's happening in our country,losing ability children doctors afraid jail caring patients couples trying grow family cut middle IVF treatments   children survived sexual assault potentially forced carry pregnancy term   happening country,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,53,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk52.wav",because of Donald Trump  and understand he is not done  as a part of his agenda he and his allies would limit access to birth control ban medication abortion and enact a nationwide abortion ban with or without Congress and get this  get this he plans to create a national,Donald Trump   understand   agenda allies limit access birth control ban medication abortion enact nationwide abortion ban Congress   plans create national,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,54,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk53.wav",anti-abortion coordinator and force states to report on women's miscarriages and abortions  simply put they are out of their minds  and one must ask  one must ask,anti - abortion coordinator force states report women miscarriages abortions   simply minds   ask   ask,0
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,55,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk54.wav",why is exactly is it that they don't trust women  well we trust women  we trust women  and when Congress passes Bill to restore reproductive Freedom as president of the United States I will probably sign it into law,exactly trust women   trust women   trust women   Congress passes Bill restore reproductive Freedom president United States probably sign law,3
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,56,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk55.wav",in this election  many other fundamental freedoms are at stake the freedom to live safe from gun violence in our schools communities and places of worship the freedom to love who you love openly and with ride  the freedom to breathe clean air and drink clean water,election   fundamental freedoms stake freedom live safe gun violence schools communities places worship freedom love love openly ride   freedom breathe clean air drink clean water,4
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,57,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk56.wav",and live free from the pollution that fuels the climate crisis  and the freedoms that unlocks all the others the freedom to vote  with this election we finally have the opportunity to pass the John Lewis Voting Rights Act and the freedom to go out,live free pollution fuels climate crisis   freedoms unlocks freedom vote   election finally opportunity pass John Lewis Voting Rights Act freedom,-1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,58,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk57.wav",and let me be clear and let me be clear after decades in law enforcement I know the importance of Safety and Security especially at our border last year Joe and I brought together Democrats and conservative Republicans to write the strongest border bill in decades the border patrol in Dorset what Donald Trump believes,let clear let clear decades law enforcement know importance Safety Security especially border year Joe brought Democrats conservative Republicans write strongest border bill decades border patrol Dorset Donald Trump believes,1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,59,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk58.wav",border deal would hurt his campaign  so he ordered his allies in Congress to kill the Damned  well I refuse to play politics with our security and here is my pledge to you  as president I will bring back the bipartisan border security bill that he killed and I will sign it into law  I know,border deal hurt campaign   ordered allies Congress kill Damned   refuse play politics security pledge   president bring bipartisan border security bill killed sign law   know,1
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,60,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk59.wav",no we can live up to our proud Heritage as a nation of immigrants and reform our broken immigration system  we can create an earned Pathway to citizenship and secure our border  and America we must also be steadfast,live proud Heritage nation immigrants reform broken immigration system   create earned Pathway citizenship secure border   America steadfast,-1
