YouTube URL,Chunk Number,Chunk Filename,Transcript
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,43,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk42.wav",and we are starting and we are starting a new way forward forward to a future with a strong and growing middle-class because we know a strong middle class has always been critical to America's success
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,44,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk43.wav",and building that middle-class will be a defining goal of my presidency  and I'll tell you this is personal for me the middle class is where I come from my mother kept a strict budget we lived within our means yet we wanted for little  and she expected us to make the most of the opportunities
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,45,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk44.wav",that were available to us and to be grateful for them because as she taught us opportunity is not available to everyone  that's why we will create what I call an opportunity economy and opportunity economy where everyone has the chance to compete and a chance to succeed  whether you live in
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,46,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk45.wav",Aurora area small town or big city and as president I will bring together labor and workers and small business owners and entrepreneurs and American companies to create jobs to grow our economy and to lower the cost of everyday needs like Health Care and housing in groceries we will provide access to capital for small business
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,47,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk46.wav",owners and entrepreneurs and Founders and we will end up America's housing shortage  Social Security and Medicare  now compare that to Donald Trump because I think everyone here knows he doesn't actually fight for the middle class not he doesn't actually fight for the middle class instead he fights for himself
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,48,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk47.wav","his billionaire friends and he will give them another round of tax breaks that will add up to 5 trillion dollars to the national debt  and all the while he intends to enact what in effect is a national sales tax call it a trump tax that would raise prices on middle-class families by almost $4,000 a year"
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,49,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk48.wav",instead of a trump tax hike we will pass a middle-class tax cut that will benefit more than 100 million Americans  I believe America cannot truly be prosperous unless Americans are fully able to make their own decisions
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,50,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk49.wav",about their own lives especially on matters of heart and home  but tonight in America too many women are not able to make those decisions and let's be clear about how we got here Donald Trump hand-picked members of the United States Supreme Court to take away reproductive freedom  and now
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,51,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk50.wav",he brags about it in his words quote I did it and I'm proud to have done it and quote  well I'll tell you over the past two years I've traveled across our country and women have told me their stories husbands and fathers have shared theirs  stories of women Miss caring in a parking lot developing sepsis
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,52,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk51.wav",losing the ability to ever again have children all because doctors are afraid they may go to jail for caring for their patients couples just trying to grow their family cut off in the middle of IVF treatments  children who have survived sexual assault potentially being forced to carry a pregnancy to term  this is what's happening in our country
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,53,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk52.wav",because of Donald Trump  and understand he is not done  as a part of his agenda he and his allies would limit access to birth control ban medication abortion and enact a nationwide abortion ban with or without Congress and get this  get this he plans to create a national
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,54,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk53.wav",anti-abortion coordinator and force states to report on women's miscarriages and abortions  simply put they are out of their minds  and one must ask  one must ask
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,55,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk54.wav",why is exactly is it that they don't trust women  well we trust women  we trust women  and when Congress passes Bill to restore reproductive Freedom as president of the United States I will probably sign it into law
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,56,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk55.wav",in this election  many other fundamental freedoms are at stake the freedom to live safe from gun violence in our schools communities and places of worship the freedom to love who you love openly and with ride  the freedom to breathe clean air and drink clean water
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,57,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk56.wav",and live free from the pollution that fuels the climate crisis  and the freedoms that unlocks all the others the freedom to vote  with this election we finally have the opportunity to pass the John Lewis Voting Rights Act and the freedom to go out
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,58,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk57.wav",and let me be clear and let me be clear after decades in law enforcement I know the importance of Safety and Security especially at our border last year Joe and I brought together Democrats and conservative Republicans to write the strongest border bill in decades the border patrol in Dorset what Donald Trump believes
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,59,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk58.wav",border deal would hurt his campaign  so he ordered his allies in Congress to kill the Damned  well I refuse to play politics with our security and here is my pledge to you  as president I will bring back the bipartisan border security bill that he killed and I will sign it into law  I know
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,60,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk59.wav",no we can live up to our proud Heritage as a nation of immigrants and reform our broken immigration system  we can create an earned Pathway to citizenship and secure our border  and America we must also be steadfast
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,61,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk60.wav",advancing our security and values abroad  as vice-president I have confronted threats to our security negotiated with foreign leaders strengthened our alliances and engage with our brave troops overseas as commander and chief I will ensure a miracle always has the strongest most lethal fighting force in the world
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,62,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk61.wav",and I will fulfill our sacred obligation to care for our troops and their families and I will always honor and never disparage their service and their sacrifice  I will
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,63,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk62.wav",4  that we leave the world  enter the future on space in artificial intelligence that America not China wins the competition for the 21st century and that we strengthen not abdicate our Global Leadership  Trump on the other hand  threatened to abandon 80's Putin to invade our
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,64,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk63.wav",allies said Russia could float do whatever the hell they want  5 days before Russia attacks Ukraine I'm met with president zelensky to warn him about Russia's plan to invade I helped mobilize a Global Response over 50 countries to defend against Putin's aggression  president I will stand strong with you praying
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,65,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk64.wav",NATO allies  with respect to the war in Gaza  President Biden and I are working around the clock because now is the time to get a hostage deal and a ceasefire deal done
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,66,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk65.wav",and let me be clear and let me be clear I will always stand up for Israel's right to defend itself and I will always in-store Israel has the ability to defend itself because the people of Israel must never again face the horror that a terrorist organization called her mom has called on October 7
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,67,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk66.wav",including unspeakable sexual violence and the massacre of young people at a music festival  at the same time  what has happened in Gaza over the past 10 months is devastating  so many innocent lives lost  desperate hungry people fleeing for safety over and over
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,68,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk67.wav",again the scale of suffering is heartbreaking  President Biden and I are working to end this war such that Israel is secure the hostages are released the suffering and Gaza ends and the Palestinian people can realize their right to dignity security freedom
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,69,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk68.wav",and know this  I will never hesitate to take whatever action is necessary to defend our forces and our interests against Iran and Iran back to Paris I will not cozy up to tyrants and dictators like Kim Jeong Hoon for rooting for sure
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,70,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk69.wav",they know they know he is easy to manipulate with flattery and favors  they know Trump won't hold autokraft accountable because he wants to be an autocrat himself  and as president I will never waver in defense of America security and ideals because in the enduring struggle between them
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,71,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk70.wav",mercy and tyranny I know where I stand and I know where the United States belong  the fellow Americans  fellow Americans  I I love our country
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,72,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk71.wav",with all my heart  Everywhere I Go  Everywhere I Go and everyone I meet I see a nation that is ready to move forward  ready for the next step in The Incredible Journey that is America  I see an America where we hold fast to The Fearless believe that built
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,73,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk72.wav",a nation and inspired the world that here in this country anything is possible that nothing is Out Of Reach and America where we care for one another look out for one another and recognize that we have so much more in common than what separates us
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,74,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk73.wav",that none of us  none of us has to fail for all of us to succeed  and that in unity there is strength  you know our opponents in this race out there everyday denigrating America talking about how terrible everything is  well
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,75,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk74.wav",my mother had another lesson she used to teach  never let anyone tell you who you are you so damn Who You Are  America  let us show each other and the world who we are and what we stand for
https://youtu.be/-ofJu78Wpn0?si=H_BZ0KSYr_raPUac,76,"/Users/milanvaghani/Desktop/Unstructed Machine Learning/VP Kamala Harris full speech at 2024 DNC (Aug. 22, 2024)_chunk75.wav",opportunity compassion dignity fairness and endless possibilities  We Are The Heirs to the greatest democracy in the history of the world  and on behalf of our children and our grandchildren and
